userName,score,at,content,label
Pengguna Google,5,2026-04-22 09:13:23,sangat cepat penjemputan ya dan sangat baik layanan ya ... makasih,Positif
Pengguna Google,5,2026-04-22 09:12:40,baik semoga lebih baik lagi,Positif
Pengguna Google,5,2026-04-22 09:08:11,bagus sekali,Positif
Pengguna Google,1,2026-04-22 08:59:01,"ramah sama penumpangnya doang, sama orang lain kagak ramah. pikiran duit doang ini mah 😂😂 kerjaan ampas",Negatif
Pengguna Google,1,2026-04-22 08:48:36,banyak pengemudi yang tidak taat aturan. contohnya melawan arah yang dilakukan oleh driver dengan plat bg 5877 AFH. tolong urus kasusnya,Negatif
Pengguna Google,5,2026-04-22 08:46:25,sangat membantu,Positif
Pengguna Google,5,2026-04-22 08:39:25,ramah dan pelayanan nya baik,Positif
Pengguna Google,5,2026-04-22 08:31:35,"sayang KLO hujan nyantole driver susah ,makanya sistem driver jangan diotak Atik terus biar gak sulit",Positif
Pengguna Google,5,2026-04-22 07:59:51,mantulll,Positif
Pengguna Google,5,2026-04-22 07:53:04,Mantab Gocar Gojek Maju terus...,Positif
Pengguna Google,5,2026-04-22 07:43:35,sangat praktis untuk mendapatkan jasa antaran,Positif
Pengguna Google,5,2026-04-22 07:30:47,sangat membantu,Positif
Pengguna Google,1,2026-04-22 07:25:03,daftar aja ribet amat kan saya mau ngojek bukan jadi drever ampun deh,Negatif
Pengguna Google,5,2026-04-22 07:14:24,sangat membantu,Positif
Pengguna Google,5,2026-04-22 07:00:09,oke bangett lumayanlah,Positif
Pengguna Google,5,2026-04-22 06:59:59,"Aplikasi sangat rekomendasi memudahkan dalam sehari hari aktivitas kita, Terimakasih.",Positif
Pengguna Google,5,2026-04-22 06:57:44,enak untuk menjelajahi semua tempat,Positif
Pengguna Google,5,2026-04-22 06:55:00,solusi tepat untuk aman berkendara,Positif
Pengguna Google,5,2026-04-22 06:50:09,dengan aplikasi ini kebutuhan saya yang mendadak dan tidak langsung beli kebutuhan saya di toko sangangat membantu,Positif
Pengguna Google,3,2026-04-22 06:43:39,"HILANGKAN FITUR PADA APLIKASI CUSTOMER YANG MENGIJINKAN PELANGGAN BISA MEMESAN LEBIH DARI 1 ORDERAN PADA SEMUA LAYANAN PADA APLIKASI GOJEK AGAR TIDAK TERJADI DOUBLE ORDER KARENA AKAN MERUGIKAN DRIVER JIKA MENDAPAT PELANGGAN YG AGAK GAPTEK SEHINGGA TIDAK BISA MEMBATALKAN ORDERAN YG TIDAK SENGAJA ATAU KARENA HAL LAIN. MOHON PERHATIAN DAN KERJASAMANYA, TERIMAKASIH.",Negatif
Pengguna Google,5,2026-04-22 06:26:47,good,Positif
Pengguna Google,5,2026-04-22 06:23:09,g ribet,Positif
Pengguna Google,5,2026-04-22 05:50:59,sangat membantu,Positif
Pengguna Google,5,2026-04-22 05:41:00,enak laah laper laper g pusing keluar beli makan,Positif
Pengguna Google,5,2026-04-22 05:37:09,"Gojek.., sangat mnunjang utk Kepentingan Masyarakat.",Positif
Pengguna Google,5,2026-04-22 05:36:22,good,Positif
Pengguna Google,5,2026-04-22 05:17:48,memyenangkn dpt driver ramah,Positif
Pengguna Google,1,2026-04-22 05:10:40,"ongkir mahal dapat driver yang dari jauh mulu, padahal di depan mata banyak driver pada tiduram. apalagi pesen gofod di lama2in",Negatif
Pengguna Google,1,2026-04-22 05:08:08,"makin ribet aja mau jadi konsumen, prosesnya mulai mirip mau jadi nasabah pinjol aja. auto geser sebelah bersama sekeluarga dan ngajak semua koneksi yang dipunya.",Negatif
Pengguna Google,5,2026-04-22 05:05:24,banyak promo i like it,Positif
Pengguna Google,5,2026-04-22 04:56:52,naik grab lebih praktis dan lebih nyaman,Positif
Pengguna Google,5,2026-04-22 04:56:48,berkendara dengan aman dan mudah,Positif
Pengguna Google,5,2026-04-22 04:47:33,Baguus pelayanan nya. gojek sgt bermanfaat dan membantu saya. Terimakasih yaa,Positif
Pengguna Google,4,2026-04-22 04:45:40,ada gojek mudah mles kluar rmh di tngah terikny mthari gjekin ja.slesai,Positif
Pengguna Google,1,2026-04-22 04:45:20,aplikasi ga bisa di andelin,Negatif
Pengguna Google,5,2026-04-22 04:41:06,"Waktu jemput baik, kualitas kendaraan kurang perawatan....",Positif
Pengguna Google,1,2026-04-22 04:29:31,"aplikator kabar nya tidak mau bakar duit tapi bakar duit driver, promosi diskon dari para mitra driver dan resto, pesan gofood harganya mahal, ongkir juga mahal, apalagi akal akal an mode hemat , reguler,dan Flass/ekspres, padahal driver sama saja, bedanya cuma di pencarian driver oleh aplikator,kalo pake hemat di tahan lama tidak di kasih driver buat nunggu di dobel orderannya,kalo ekspres langsung dapet driver tapi lalo resto lama ya sampai tetap lama karena cuma modus gojek saja nyari untung",Negatif
Pengguna Google,1,2026-04-22 04:20:15,"setelah bertahun-tahun menggunaka gojek akhirnya saya putuskan untuk tidak pakai lagi, karna banyak driver yang ngatur customer dan pengalaman² tidak menyenangkan lainya thank u gojek",Negatif
Pengguna Google,5,2026-04-22 04:19:25,keren,Positif
Pengguna Google,5,2026-04-22 04:06:51,ok,Positif
Pengguna Google,5,2026-04-22 04:05:02,"ganti akun, bikin akun, mau beli apa jg ok . gampang gk ribet.. pokok nya joss pisa,, driver nya ada di mna² mau hujan mau banjir di usahakan ada terus buat layanin customer nya🥰🥰",Positif
Pengguna Google,5,2026-04-22 04:03:27,recommended,Positif
Pengguna Google,5,2026-04-22 03:41:06,murah dan drever nya ramah,Positif
Pengguna Google,5,2026-04-22 03:39:23,bagus,Positif
Pengguna Google,1,2026-04-22 03:26:54,"butut, mentang2 order yang murah driver pada ga ada jawaban. udh 5 driver. pdahal pake yang murahpun saya suka kasih lebih",Negatif
Pengguna Google,1,2026-04-22 03:20:46,"banyak drever yang mengeluh karna banyak kebijakan"" aplikator yang merugikan drever contoh program hemat gacor dan selot dan aceng,",Negatif
Pengguna Google,1,2026-04-22 02:51:51,"pembayarannya masih pakai gopay , pembayaran tunai dan qris tidak diterima di aplikasi ini , sedangkan saya gak bisa pesen pakai gopay kadang lupa isi saldo gopaynya aq",Negatif
Pengguna Google,5,2026-04-22 02:40:09,madeppp,Positif
Pengguna Google,5,2026-04-22 02:22:48,Dijemput tepat waktu dan bila tidak ada konfirmasi dari driver,Positif
Pengguna Google,5,2026-04-22 02:16:23,sangat membantu . terimakasih,Positif
Pengguna Google,5,2026-04-22 02:12:08,sangat membantu,Positif
Pengguna Google,5,2026-04-22 01:47:08,pelayanan cepat,Positif
Pengguna Google,5,2026-04-22 01:42:15,aman dn cepat,Positif
Pengguna Google,5,2026-04-22 01:30:45,good,Positif
Pengguna Google,5,2026-04-22 01:04:34,nyaman dn cepat penjemputan,Positif
Pengguna Google,5,2026-04-22 01:03:58,Ok deh gan mantap barang ya makasih banyak gan mantap barang ya,Positif
Pengguna Google,1,2026-04-22 01:00:27,"pendiri korup, ongkos korup, aduh",Negatif
Pengguna Google,5,2026-04-22 00:40:49,"Pakai sejak 2015,,,,",Positif
Pengguna Google,5,2026-04-22 00:27:55,mantab,Positif
Pengguna Google,1,2026-04-22 00:19:57,untuk pembayaran udh pake gopay tpi pas udh selesai.a tau2.a mlh pake cash udah gitu mau di ganti ke gopay gk bisa2 ini apk.a lgi kenapa dah,Negatif
Pengguna Google,1,2026-04-22 00:19:01,tidak ada penalti driver seenaknya PHP penumpang dan tolong ada sistem disiplin driver seenaknya batalkan pesanan,Negatif
Pengguna Google,1,2026-04-22 00:09:10,map driver & customers berbeda.saat penjemputan & pengantaran dikasih jalur yang memutar jadi lebih jauh.map berubah ubah..,Negatif
Pengguna Google,5,2026-04-21 23:59:09,banyak diskonn!!!,Positif
Pengguna Google,5,2026-04-21 23:49:50,gojek ok,Positif
Pengguna Google,5,2026-04-21 23:21:50,Tepat waktu dan aman sampai tujuan,Positif
Pengguna Google,1,2026-04-21 23:03:32,makin songong,Negatif
Pengguna Google,1,2026-04-21 23:02:54,Susah banget dapet gojek pagi pagi udah nyari setengah jam tetep gk dapet dapet pafahal harus berangkat pagi karna ada tka dan tkad malah yang pas hari ujian itu gk dapet gojek jadi sering telat ke sekolah.,Negatif
Pengguna Google,5,2026-04-21 22:38:27,sangat baik,Positif
Pengguna Google,5,2026-04-21 22:32:44,"Gojek sudah Banyak Membantu dalam perkembangan usaha saya, terima kasih",Positif
Pengguna Google,5,2026-04-21 20:59:11,cepat,Positif
Pengguna Google,5,2026-04-21 20:16:55,sangat membantu,Positif
Pengguna Google,1,2026-04-21 19:52:39,toko sering tutup tengah malem tetapi pesanan sedang di proses jadi driver gabisa ambil dan pesanan susah di batalkan.,Negatif
Pengguna Google,4,2026-04-21 19:50:35,boleh.....di coba akses pasti sukses,Positif
Pengguna Google,1,2026-04-21 19:33:13,"ngapain iklan Mulu di aplikasi lain,ganggu banget",Negatif
Pengguna Google,5,2026-04-21 19:06:05,ok,Positif
Pengguna Google,5,2026-04-21 19:00:19,enak banget ya,Positif
Pengguna Google,5,2026-04-21 17:15:42,good job 👍,Positif
Pengguna Google,3,2026-04-21 16:28:38,sy login gojek kok tak bisa ya tak ada di ksh kode otp nya dlu sy login pki redmi tapi sekarang sy login pki hp samsung A55 tolong di rubah segera kasih info nya ngimna bisa login biar sy bisa segera pki gojek nya,Negatif
Pengguna Google,5,2026-04-21 16:28:07,oke sangat membantu banget,Positif
Pengguna Google,4,2026-04-21 16:08:48,lumayan bagus,Positif
Pengguna Google,5,2026-04-21 16:01:30,AMAN SENTOSA,Positif
Pengguna Google,5,2026-04-21 15:48:00,mNtap,Positif
Pengguna Google,1,2026-04-21 15:40:59,makin susah dapat driver padahal ga pake hemat,Negatif
Pengguna Google,5,2026-04-21 15:38:23,mantap,Positif
Pengguna Google,5,2026-04-21 15:35:27,sangat membantu aku yang sangat kerepotan dengan anak bayi dua tdk bs kemana2 dengan adanya gojek perutku tak pernah kosong😎😁,Positif
Pengguna Google,5,2026-04-21 15:06:51,its so help...,Positif
Pengguna Google,1,2026-04-21 14:24:59,"makin kesini makin keliatan jelas sistem dajal lu,rakus driver&keluarga ny makin ditindas",Negatif
Pengguna Google,5,2026-04-21 14:21:30,bagus,Positif
Pengguna Google,5,2026-04-21 14:18:28,puas,Positif
Pengguna Google,1,2026-04-21 14:17:52,"driver bisa lihat rating yg diberikan oleh customer dan juga dia bisa memberikan rating kepada customer, heh bungg.. tolong dong buat customer jg bisa lihat ratingnya yg diberikan oleh driver jgn hanya sepihak!! update itu tambahin upload foto & video untuk rating makanan gofood. minta update doang gak ada perubahan, tuh biaya jasa aplikasi buat apaan?",Negatif
Pengguna Google,4,2026-04-21 14:14:11,"aku suka gojek, sangat membantu aku untuk pergi², sayang gojek😆💚💚",Positif
Pengguna Google,1,2026-04-21 14:06:02,"ketemu driver g jelas sini order udah bayar lunas kirim makanan g hati2 padahal cuma 1 kresek besar endingnya jatuh semua, kyk sampah tolong drivernya d training lg yg bener",Negatif
Pengguna Google,5,2026-04-21 14:02:41,👍,Positif
Pengguna Google,5,2026-04-21 13:44:08,ok,Positif
Pengguna Google,5,2026-04-21 13:34:49,mantablah pakai gojek,Positif
Pengguna Google,3,2026-04-21 13:24:09,aku kasih bintang 3 untuk smentara karena kalo misalkan abis ujan suka lama banget nyaut ke gojeknya,Negatif
Pengguna Google,2,2026-04-21 13:21:34,"kenapa ada 2 verifikasi.. (nomer hp dan email) jadi nggak bisa login di akun gojek, krn email sdh ganti..! sdh kirim email buat cari solusi...nggak dibalas..!!",Negatif
Pengguna Google,5,2026-04-21 13:07:49,tepat waktu,Positif
Pengguna Google,5,2026-04-21 12:56:07,semoga jadi lebih mudah,Positif
Pengguna Google,1,2026-04-21 12:50:48,"mohon maaf sebesar besarnya tetapi mohon ya bagi orang orang yg kyk gini,aku udh mesen gojek tetapi gojeknya gk sampai sampai padahal udh nunggu hampir tigapuluan menit,mohon ditegur atau dimarahi sekian terimakasih",Negatif
Pengguna Google,5,2026-04-21 12:45:19,mantap 👍,Positif
Pengguna Google,1,2026-04-21 12:36:03,kebanyakan ambil untung,Negatif
Pengguna Google,5,2026-04-21 12:25:48,sangat bagus,Positif
Pengguna Google,2,2026-04-21 12:11:08,"Untuk driver motor tidak ada masalah gercep,hanya untuk driver gocar sangat tidak rekomendasi. Gofood reguler biaya mahal dobel order pula.",Negatif
Pengguna Google,5,2026-04-21 12:10:29,👌🏻,Positif
Pengguna Google,5,2026-04-21 12:07:50,sangat membantu...cuma ada kekurangan sdikit..disaat buru buru...terkadang agak lama dapatnya driver...mungkin sj kekurangan personil atau pas lagi banyak yg boking gak tau...terima kasih...,Positif
Pengguna Google,1,2026-04-21 11:42:14,lama nunggu yang antar ada 1 jam gofood sekalian gak enak lagi ada setengah jam nungguin makanan nya keburu dingin tu makanan,Negatif
Pengguna Google,1,2026-04-21 11:36:31,"Jek kenapa driver semakin digencet,digelas2 terus ongkir tuh gak si kuning mampu menyedot para cs 2 ijo kalau ngebati boleh jek kira2 lihat dilapangan fakta dilapangan kuning jg Food nya sudah berjalan buat para pemakai online yg ongkir murah jek ane wae si sudah ane mainin. gojek udah ongkir mahal potongan semakin gede ke dreper biaya oprasional di jalan malah di keruk abis pelanggan gojek kabur",Negatif
Pengguna Google,3,2026-04-21 11:33:40,Lumayan,Negatif
Pengguna Google,5,2026-04-21 11:27:59,oke banget,Positif
Pengguna Google,1,2026-04-21 11:27:27,SUSAH DAPAT KENDARAAN,Negatif
Pengguna Google,1,2026-04-21 11:26:56,"makin kesini makin gak jelas dapat nyari driver susah minta ampun apalagi hujam dikit aja driver-drivernya pada gak mau ambil sekalinya dapat driver tidak bergerak, sama jangan coba2 pakai gocar hemat driver pada gak mau ambil, tolong diperbaiki dalam pemilihan kualitas driver driver gocar sekarang pilih2 jelek kualitasnya",Negatif
Pengguna Google,5,2026-04-21 11:21:50,bagus,Positif
Pengguna Google,5,2026-04-21 11:16:49,good,Positif
Pengguna Google,5,2026-04-21 11:12:26,mantap,Positif
Pengguna Google,1,2026-04-21 11:10:43,parah banget giliran pake gopay gak ada driver yg mau menerima order apalagi kalo paket hemat gak semua bisa pake apk business profil,Negatif
Pengguna Google,5,2026-04-21 11:10:18,"sangat membantu sekali ,sikap dan pelayanan baik",Positif
Pengguna Google,1,2026-04-21 11:08:25,"sekarang klw pesan gofood lama sekali dan tidak bisa dibatalin. padahal resto nyiapinnya setelah dapat driver. harusnya klw blm dpt driver bisa dibatalin. payah lah sekarang ini. tarifnya naik, tapi pelayanan tidak dinaikkan dan malah cenderung lebih jelek.👎👎👎👎",Negatif
Pengguna Google,5,2026-04-21 11:02:12,sangat bermanfaat,Positif
Pengguna Google,5,2026-04-21 11:01:23,mantap .terima kasih. pelayanannya oke sekali.,Positif
Pengguna Google,5,2026-04-21 11:01:20,aplikasi ini sangat bagus,Positif
Pengguna Google,5,2026-04-21 10:59:40,Sangat membantu,Positif
Pengguna Google,3,2026-04-21 10:56:54,"Pelayanannya standarlah, tepat waktu aman aman aja. Terus banyak yang plinplan, helm dari gojek g nyaman. Diharapkan helmnya coba ganti model ya",Negatif
Pengguna Google,5,2026-04-21 10:50:51,ok,Positif
Pengguna Google,1,2026-04-21 10:37:58,gk bs diunduh aplikasi gojek,Negatif
Pengguna Google,5,2026-04-21 10:33:44,selalu dijemput cepat dan banyak discount,Positif
Pengguna Google,1,2026-04-21 10:24:04,UDAH ORDER GOFOOD TERUS GAK DAPET DRIVER KITA SURUH NUNGGU LAMA SAMPAI WAKTU EKTIMASI HABIS BARU BISA D CANCEL...KENAPA HARUS NUNGGU LAMA DULU BARU BISA CANCEL!,Negatif
Pengguna Google,5,2026-04-21 09:46:32,oke,Positif
Pengguna Google,1,2026-04-21 09:44:21,penerimaan orderan lama buangetttttttt pdhl udh orderan yg harganya tinggi,Negatif
Pengguna Google,5,2026-04-21 09:38:39,membantu klw bisa ongkir nya di kurangi🙏🏻🙏🏻,Positif
Pengguna Google,5,2026-04-21 09:34:02,baik murah,Positif
Pengguna Google,1,2026-04-21 09:24:19,"yang bener buat aplikasi, orang pesen 1 datengnya smpe 3x mending yang di pesen murah gpp, ini yg di pesen mahal",Negatif
Pengguna Google,4,2026-04-21 09:16:45,ok,Positif
Pengguna Google,5,2026-04-21 09:09:10,mantap,Positif
Pengguna Google,4,2026-04-21 09:06:27,saran bikin aplikasi gofood sendiri biar yang tujuannya pake gojek cuma buat pesen mkan gaperlu ngehabisin terlalu banyak memori,Positif
Pengguna Google,5,2026-04-21 08:52:53,👍👍👍,Positif
Pengguna Google,1,2026-04-21 08:25:26,driver manja gamau anter masuk mall padahal saya kasih uang parkir tolong perbaiki sistemnya ya saya gaakan rekomen gojek ke semua orang kalau msih kaya gini,Negatif
Pengguna Google,5,2026-04-21 08:21:05,oke,Positif
Pengguna Google,5,2026-04-21 08:20:15,cepat dan nyaman diperjalanan,Positif
Pengguna Google,1,2026-04-21 08:09:04,gajelas drivernya,Negatif
Pengguna Google,1,2026-04-21 08:05:44,"setiap go food pakai gopay selalu di lambat lambatin,,,, sampek nunggu 3 jam",Negatif
Pengguna Google,5,2026-04-21 07:43:01,cakeppppp dapat membantu pekerjaan orang,Positif
Pengguna Google,3,2026-04-21 07:40:23,"sekarang driver pada seenaknya cancel pesanan, padahal udah nunggu lama, emang gada sangsi atau apa gitu?",Negatif
Pengguna Google,5,2026-04-21 07:38:53,just 5 star!,Positif
Pengguna Google,5,2026-04-21 07:31:15,Coba dulu....,Positif
Pengguna Google,5,2026-04-21 07:29:42,bagus gampang bnget,Positif
Pengguna Google,5,2026-04-21 07:28:23,banyakin ptomonya,Positif
Pengguna Google,5,2026-04-21 07:26:39,game bolak balok kok kaga ada bang,Positif
Pengguna Google,5,2026-04-21 07:22:39,"saya udah pake apk gojek lebih dari 3th apk ini bagus ,driver 99% ramah,sopan dan profesional 🤩",Positif
Pengguna Google,5,2026-04-21 07:13:12,sangat membantu,Positif
Pengguna Google,1,2026-04-21 07:01:57,"Gak punya hati sama sekali n gak punya otak sama sekali. klo ada masalah, yg jawab Robot mesin. jd gak pernah ada solusi jawaban nya itu terus mau qta tanya ribuan kali, jawaban nya tetep sama. Robot semuanya",Negatif
Pengguna Google,5,2026-04-21 07:00:03,kerenlah mantaf semangatt,Positif
Pengguna Google,5,2026-04-21 06:58:10,harga tersangka murah dan wort it driver nya ramah dan pelayanan nya oke sih,Positif
Pengguna Google,5,2026-04-21 06:54:07,ok,Positif
Pengguna Google,5,2026-04-21 06:49:25,Senang sekali pakai aplikasi gojek,Positif
Pengguna Google,2,2026-04-21 06:44:06,"saya salah transfer tapi nggak juga ditanggapi dan saldo tidak kembali, padahal nomer yang saya transfer udah nggak aktif",Negatif
Pengguna Google,4,2026-04-21 06:36:31,tepat waktu dan menyenangkan,Positif
Pengguna Google,5,2026-04-21 06:36:21,Nice,Positif
Pengguna Google,5,2026-04-21 06:34:17,murah dan cepat,Positif
Pengguna Google,5,2026-04-21 06:29:14,guud,Positif
Pengguna Google,5,2026-04-21 06:15:43,mantap,Positif
Pengguna Google,5,2026-04-21 06:12:32,ok,Positif
Pengguna Google,3,2026-04-21 06:09:30,"susah dapet drivernya , sekalinya dapet jauh banget",Negatif
Pengguna Google,5,2026-04-21 06:04:36,ok,Positif
Pengguna Google,2,2026-04-21 05:51:49,"cape kali lihtnya ya, asal dapat pda jauh semua dah gitu gak gerak"" lagi pas dh di pesan cape nunggu nya tolong dong gmna ni, bolak balik saya batalin jadiny",Negatif
Pengguna Google,5,2026-04-21 05:41:31,amanah,Positif
Pengguna Google,5,2026-04-21 05:41:04,on time dan kendaraan bersih,Positif
Pengguna Google,5,2026-04-21 05:33:01,Mantap lumayan,Positif
Pengguna Google,1,2026-04-21 05:21:02,"jelekk bgt asal buka aplikasi gojekkkkk gada sinyalllllll , parahhhhhhh",Negatif
Pengguna Google,5,2026-04-21 05:14:31,Menyenangkan,Positif
Pengguna Google,5,2026-04-21 05:13:07,baik,Positif
Pengguna Google,5,2026-04-21 04:58:53,sangat membantu,Positif
Pengguna Google,5,2026-04-21 04:55:58,sangat membantu,Positif
Pengguna Google,5,2026-04-21 04:37:08,apk ini sangat bagus buat orang yg mageran masak/beli makanan diluar kaya aku.,Positif
Pengguna Google,4,2026-04-21 04:35:31,"Min, minta tolong dong sediain opsi pembayaran pakai QRIS🙏🏻🙏🏻",Positif
Pengguna Google,5,2026-04-21 04:34:22,baik pelayanannya,Positif
Pengguna Google,5,2026-04-21 04:30:08,jos,Positif
Pengguna Google,5,2026-04-21 04:07:17,cepat,Positif
Pengguna Google,5,2026-04-21 04:06:01,senang bersama gojek,Positif
Pengguna Google,5,2026-04-21 04:01:14,oke,Positif
Pengguna Google,1,2026-04-21 03:24:05,saya mau daftar akun tp otp yg dikirim kok salah terus y??,Negatif
Pengguna Google,5,2026-04-21 03:19:28,sangat membantu,Positif
Pengguna Google,5,2026-04-21 03:11:35,mantap,Positif
Pengguna Google,5,2026-04-21 02:46:32,sopn dan rama full...,Positif
Pengguna Google,1,2026-04-21 02:05:09,gak bisa lihat lokasi driver sekarang. gimana kalau makanan di kasih sesuatu?,Negatif
Pengguna Google,1,2026-04-21 01:58:59,"go transit sama sekali ga bisa dipake, mohon bantuannya",Negatif
Pengguna Google,1,2026-04-21 01:51:48,susah dapat driver di daerah ku 🥲,Negatif
Pengguna Google,5,2026-04-21 01:40:05,pelayanannya sangat bagus.. terimakasih,Positif
Pengguna Google,5,2026-04-21 01:39:41,yes oke bagus baik essipp,Positif
Pengguna Google,5,2026-04-21 01:28:20,baguss,Positif
Pengguna Google,5,2026-04-21 01:26:14,mantap,Positif
Pengguna Google,5,2026-04-21 01:09:18,gokil,Positif
Pengguna Google,5,2026-04-21 00:29:01,baik,Positif
Pengguna Google,5,2026-04-21 00:16:36,"Sangat bermanfaat saat di area kota, mau kemana aja bisa, kuncinya 1 punya uang 😂",Positif
Pengguna Google,5,2026-04-21 00:15:55,"cepat, sangat baik",Positif
Pengguna Google,4,2026-04-21 00:09:06,"Tolong hapus fitur ambil order otomatis untuk driver. Sering dapet driver yang diem terus ga gerak2, atau malah ada driver yang ambil order saya tapi malah menjauh dari posisi saya. Atau mungkin lebih baik ada fitur tombol ""ambil"" yang harus diklik secara manual oleh driver ketika mendapatkan orderan, dan tombol tersebut memiliki batas waktu beberapa detik. Tapi notifikasi ""orderan terambil"" dari sisi pengguna muncul ketika driver telah meng-accept orderan yang terambil otomatis. Terimakasih",Positif
Pengguna Google,5,2026-04-20 23:49:07,SANGAT AMAN DAN NYAMAN,Positif
Pengguna Google,3,2026-04-20 23:45:19,senang,Negatif
Pengguna Google,5,2026-04-20 23:12:06,sesuai aplikasi,Positif
Pengguna Google,1,2026-04-20 23:11:32,"driver gada yang niat kerja. padahal jarak nya deket, tapi ga mau jalan. udah gitu gamau cancel dri drivernya. udah gitu selalu daper driver jauh, giliran yang deket juga pada males malesan. padahal jarak penjemputan cuma 500m di bilang jauh.",Negatif
Pengguna Google,5,2026-04-20 23:10:50,perjalanan makin asyik dgn Go car,Positif
Pengguna Google,5,2026-04-20 23:09:46,pesan pengendara cpt dtg&hati2 bw kendaraan,Positif
Pengguna Google,5,2026-04-20 23:09:02,mantap,Positif
Pengguna Google,5,2026-04-20 22:30:09,"responnya cepat....,.",Positif
Pengguna Google,5,2026-04-20 21:54:33,baik,Positif
Pengguna Google,5,2026-04-20 21:22:38,ok,Positif
Pengguna Google,1,2026-04-20 21:16:16,lagi butuh banget tidak bisa daftar :(,Negatif
Pengguna Google,1,2026-04-20 20:40:14,knapa aplikasi go catnya tidak bisa dibuka?,Negatif
Pengguna Google,5,2026-04-20 20:13:23,mantap,Positif
Pengguna Google,1,2026-04-20 19:48:55,semua jdi driver tapi untuk ke food ga ada driver nya miris x,Negatif
Pengguna Google,5,2026-04-20 19:44:14,ok,Positif
Pengguna Google,5,2026-04-20 19:12:05,Recomended Banget Untuk Pesan Makanan Soalnya Banyak Promo Di Gofood👌👍,Positif
Pengguna Google,1,2026-04-20 18:55:37,"gofood hampir 2 jam, tolong carikan solusi",Negatif
Pengguna Google,5,2026-04-20 18:41:36,maksh,Positif
Pengguna Google,4,2026-04-20 17:43:55,semoga dapat playlater,Positif
Pengguna Google,5,2026-04-20 17:35:39,oke,Positif
Pengguna Google,1,2026-04-20 17:23:14,ditolak trus saat hujan dan tidak ada driver. padahal di apk sebelah bisa nyantol cepet. di apk ini 6-7kali percobaan sama aja. mau gocar gojek. di prioritas pencarian pun tidak dapat. kecewa sayaq,Negatif
Pengguna Google,1,2026-04-20 16:26:17,kepinteran nih apk,Negatif
Pengguna Google,5,2026-04-20 16:18:25,Gojek sampah susah banget pakainya.,Positif
Pengguna Google,5,2026-04-20 16:13:37,sangat bagus,Positif
Pengguna Google,5,2026-04-20 16:12:31,bagus,Positif
Pengguna Google,1,2026-04-20 16:01:42,driver terlalu pemilih,Negatif
Pengguna Google,3,2026-04-20 15:20:39,gak bisa komplain langsung ke resto kalau mereka ada kekurangan dalam pesanan. sudah beberapa kali saya mau komplain tp tidak bisa.,Negatif
Pengguna Google,4,2026-04-20 14:58:55,"Kenaikkan harganya lumayan kerasa sih, padahal waktu order (Go-Ride) dari tanggal 20 Februari 2026 masih kena tarif Rp.11,500. Pas tanggal 9 Maret sampe tadi pulang kerja tarifnya udah Rp.14,500 aja.",Positif
Pengguna Google,5,2026-04-20 14:57:34,top👍,Positif
Pengguna Google,5,2026-04-20 14:57:26,ok,Positif
Pengguna Google,1,2026-04-20 14:51:04,Kalau Dapat Orderan Itu Lekas Kasihkan Driver. Apalgi Food Kenapa Musti Terjadwal. Kalian Sebagai Aplikator Yang Profesional Lah. Orderan Di tahan Tahan Itu Buat Apa. Pikir Lah Nasib Resto Kalau Makanan Udah Di Buatkan Tapi Belum Kunjung Dapat Driver Bagaimana. Makanan Dingin Resto Yang Rugi,Negatif
Pengguna Google,5,2026-04-20 14:40:39,bagus end' cepat tepat,Positif
Pengguna Google,1,2026-04-20 14:39:13,gofood siantar lambat pengiriman.50-60 menit .belum tentu dapat drivernya.,Negatif
Pengguna Google,5,2026-04-20 14:30:30,mantabs,Positif
Pengguna Google,5,2026-04-20 14:30:00,sangat membantu,Positif
Pengguna Google,2,2026-04-20 14:20:25,"Sebagai perusahaan ""jasa"" tentu layanan yang ramah dan mumpuni dari ""driver"" yang dibutuhkan customer. Dari cara berkendara, cara berkomunikasi, kelengkapan atribut, attitude pelayanan. Karena ""ongkos"" yang dibayar penumpang juga tidak ""murah"". Namun disaat saya ngobrol dengan ""driver"" saat naik gojek, rata2 mereka mengeluh soal ""Potongan"" aplikator yang kelewat tinggi. Padahal perusahaan dengan layanan yang baik seharusnya berbanding lurus dengan ""kesejahteraan"" mitranya.",Negatif
Pengguna Google,1,2026-04-20 13:58:30,drivernya jutek²,Negatif
Pengguna Google,4,2026-04-20 13:46:19,besttt,Positif
Pengguna Google,5,2026-04-20 13:43:44,mantap sekali,Positif
Pengguna Google,5,2026-04-20 13:43:24,mantap,Positif
Pengguna Google,5,2026-04-20 13:32:00,bagusss,Positif
Pengguna Google,2,2026-04-20 13:30:31,"akhir akhir ini saya susah mendapatkan driver gofood, padahal sudah pakai express tetap aja, drivernya udah gaada niat ambil orderan? apa gimana?",Negatif
Pengguna Google,1,2026-04-20 13:30:05,"pencarian driver sangat lamaaaaaa,cs susah dihubungiii",Negatif
Pengguna Google,1,2026-04-20 13:13:50,pdhal mah saya selalu dpt trs namun SDH d kecewain saya malah kaga dpt dpt hadeuhh,Negatif
Pengguna Google,5,2026-04-20 13:05:00,kiriman cepat dan sesuai,Positif
Pengguna Google,5,2026-04-20 12:44:43,simple,Positif
Pengguna Google,5,2026-04-20 12:44:25,gojek keren,Positif
Pengguna Google,1,2026-04-20 12:43:30,nganter makanan lama,Negatif
