userName,score,at,content
Pengguna Google,1,2025-01-09 03:45:34,"Aplikasi busuk, cuma bikin habis anggaran saja. Orang mo daftar harus pake efin, orang lupa kata sandi harus pake efin. Giliran mo buat efin juga di persusah, niat buat aplikasi supaya mempermudah malah bikin susah saja"
Pengguna Google,1,2025-01-09 01:03:08,Masa pengajuan lupa EVIN ngga bisa padahal sudah ngisi data sesuai yang di minta .. Tinggal tahap terahir ngga bisa di pencet si
Pengguna Google,1,2025-01-08 16:57:57,Aplikasi ga jelas! Apa apa aplikasi dari pemerintah ga ada yg jelas. Negara cuman buaat mainan!
Pengguna Google,1,2025-01-08 14:26:55,"Udah bener kemaren mau ngurus npwp gampang, cek NPWP juga mudah, sekarang malah dipersulit, gimana kerja kalian ini"
Pengguna Google,1,2025-01-08 14:15:13,Sekelas pajak lohh... Masa apk nya gak jelas ginii busett...gk normal
Pengguna Google,5,2025-01-08 14:13:40,Sangat membantu
Pengguna Google,1,2025-01-08 13:46:02,"BUAT APLIKASINYA AJA TOLONG DANA NYA KAN BANYAK YAH, BIKIN YG PROPER GITU JGN MENYULITKAN. Mau bayar pajak ni, nnti kalo gak bayar pajak kena marah, mau bayar sulit pendaftaran dll nya 🤣"
Pengguna Google,1,2025-01-08 11:17:49,Gak bisa dipake
Pengguna Google,2,2025-01-08 09:35:19,"Mau aplikasi, situs web, atau instansi lainnya yang berhubungan dengan pemerintahan 1. situs lemot, lama terbuka walau pakai jaringan wifi kuat, 2. cs/pengaduan/chat/gmail semuanya lemot balasnya kayak gak ada orang sama sekali, dari kedua point itu ajah sudah bisa menyimpulkan ya? Seberapa buruknya aplikasi/sistem web pemerintahan"
Pengguna Google,1,2025-01-08 09:35:00,Aplikasi tak berguna...hapus saja dari google sampah
Pengguna Google,1,2025-01-08 09:13:47,Susah di gunakan ga bermanfaat masuk ke live chat ja susah muter terus
Pengguna Google,1,2025-01-08 09:09:21,Sangat tidak membantu
Pengguna Google,1,2025-01-08 08:42:27,gaguna
Pengguna Google,1,2025-01-08 05:13:44,"Aplikasi useles, niat melayani tidak anda2 ini!!!!"
Pengguna Google,2,2025-01-08 05:12:52,Setiap mau masuk chat live aja terkendala error tolong diperbaiki adanya aplikasih m pajak buat mempermudah malah aplikasinya sering erro
Pengguna Google,1,2025-01-08 02:18:11,G bisa dipakai
Pengguna Google,1,2025-01-07 14:39:38,Jelek sangat. Tambah aplikasi ga ada cek NPWP. Web nya pun begitu
Pengguna Google,1,2025-01-07 13:21:31,Aplikasi tolol.gimana mau bayar pajak
Pengguna Google,1,2025-01-07 12:45:15,Bintang aja yg nilai
Pengguna Google,1,2025-01-07 12:06:57,lag mulu
Pengguna Google,1,2025-01-07 11:52:51,"Orang pajak bikin aplikasi gak becus , suruh bayar pajak tapi aplikasi dan website resmi bobrok"
Pengguna Google,1,2025-01-07 11:15:57,"Aplikasi ga jelas, situs web juga lemot. Pake wifi pake data juga sama aja. Halahhhh bilang aja kalo gabisa online harus ke kantor pajak"
Pengguna Google,1,2025-01-07 10:54:42,Mempersulit
Pengguna Google,1,2025-01-07 09:59:51,"Kalo ada rating bintang 0 akan saya pilih rating itu krn anda layak dapat 0..ga malah makin baik makin parah..verifikasi terus menerus,"
Pengguna Google,3,2025-01-07 07:29:53,Kok ga ada fitur efin nya yaa
Pengguna Google,1,2025-01-07 07:26:10,Coretax bikin pusing
Pengguna Google,1,2025-01-07 05:21:47,Ini badan milik negara. Tapi jelek sekali aplikasinya. Login susah daftar susah. . Uang negara kemana ?? Masa kalah dengan aplikasi buatan anak anak SMK.
Pengguna Google,1,2025-01-07 05:07:21,"Niat gk lu bikin situs,suka eror aja bgst"
Pengguna Google,1,2025-01-07 04:34:09,"Aplikasi anjayyy bgttt. Ngebug parah😭. Ini gimana mau laporan SPT kalau nomor efin aja susahnya mintak ampun. Tolonglah,ini aplikasi kan dibuat permudah untuk masyarakat kenapa lama banget sih.sudah klik meminta permohonan malah balik ke tampilan awal.padahal pake data.sudah pake wifi gabisa bisa. Aplikasi yg jelas dikit dong kalau buat😭🫵"
Pengguna Google,1,2025-01-07 04:01:07,"Tidak bisa digunakan, log in selalu error"
Pengguna Google,1,2025-01-07 03:39:25,uang buat web dan aplikasi terlalu banyak dikorupsi ya gini jadinya
Pengguna Google,1,2025-01-07 02:40:03,"Gk jelas, login kg bisa², udah tau mau buat NPWP"
Pengguna Google,3,2025-01-07 02:29:39,Saya mu bikin NPWP susah g d respon
Pengguna Google,1,2025-01-07 02:06:25,"Seharusnya aplikasi ini mendapatkan bintang setengah, minimal kasih fasilitas pembuatan NPWP-nya dj aplikasi ini. Secara logika bagaimana caranya orang masuk kalau belum daftar. Rakyat dipaksa bayar pajak tetapi aplikasi pajaknya bermasalah"
Pengguna Google,1,2025-01-07 02:02:15,"Aplikasi sampah buang"" anggaran ajaa ga guna!"
Pengguna Google,1,2025-01-07 01:23:12,"Mau minta kode efin gak bisa Mulu , mau aplikasi atau web sama² eror"
Pengguna Google,1,2025-01-07 00:34:28,Sangattttt mengecewakan Dan gak guna juga sih aplikasi ny
Pengguna Google,5,2025-01-06 23:47:54,membantu
Pengguna Google,1,2025-01-06 16:03:58,"aplikasi gak guna.. Error terus,,, pake duit rakyat doang bisa nya.. 👎"
Pengguna Google,1,2025-01-06 14:56:53,Saya sudah membuat akun lewat web tp kenapa tidak bisa login lewat apk????!!!! Sungguh mengecewakan!!
Pengguna Google,1,2025-01-06 08:44:12,"Aplikasi bangke, susah buat akses live chat juga, najis"
Pengguna Google,1,2025-01-06 07:08:59,"Ini gimna cara bikin NPWP online, web bermasalah terus"
Pengguna Google,1,2025-01-06 04:16:23,"Anggaran gede aplikasi busuk, Kata2 mutiara ""sinyal harus Kuat ya"","
Pengguna Google,1,2025-01-06 03:54:13,"Aplikasi GAGUNA!!! Mau registrasi aja ngga bisa, muter"" mulu.. yang ada bikin bingung"
Pengguna Google,2,2025-01-06 02:23:08,"Gak guna,"
Pengguna Google,1,2025-01-06 01:02:56,"BUAT NPWP SEMAKIN SULIT VALIDASI FOTO NGA GAGAL TERUS,. NGAPAIN DI UBAH UBAH SEBELUMNYA SUDAH BAGUS,. JANGAN TOLOL"
Pengguna Google,1,2025-01-05 16:56:49,ribet bgt mending g usah didownload
Pengguna Google,5,2025-01-05 09:31:00,👍👍👍
Pengguna Google,1,2025-01-05 09:24:20,Paling males punya urusan sama negara
Pengguna Google,1,2025-01-05 08:55:11,ga jelass
Pengguna Google,5,2025-01-04 14:20:56,Aplikasi yg bagus sangat membantu.. Semoga sukses selalu bintang 5
Pengguna Google,5,2025-01-04 13:33:20,Oke
Pengguna Google,1,2025-01-04 12:45:29,Ga bisa diakses sama sekali
Pengguna Google,3,2025-01-04 07:02:11,Maaf tolong direspon kak untuk aduan saya
Pengguna Google,1,2025-01-04 03:27:39,Tidak jadi bikin NPWP
Pengguna Google,5,2025-01-04 02:10:27,Ok 👍
Pengguna Google,1,2025-01-03 17:54:01,"Belum juga setahun NPWP udah ga aktif, gmna si"
Pengguna Google,1,2025-01-03 16:15:14,Payah
Pengguna Google,1,2025-01-03 15:11:25,"Ini kenapa gak ada fitur efinn? Padahal saya liat di yutub ada fitur efin, giliran saya download malah gak ada."
Pengguna Google,1,2025-01-03 13:29:48,Jelek bgt! Mau daftar di tempat selalu di arahkan ke online. Giliran pakai online webnya sering eror. Ga malah mempermudah malah menyusahkan. Saya sampai habis pulsa 15k lebih buat kirim kode verifikasi yg sering eror. !!!
Pengguna Google,5,2025-01-03 11:15:54,Mantap
Pengguna Google,1,2025-01-03 11:02:57,Web nya ngaco.. banyak bug tp dh buat pemakaian publik.. di coba dulu lah di berbagai browser minimal.. masukin kode verifikasi sama otp aj gk bs.. kadang malah gk bs buat ngirim kode verifikasi..
Pengguna Google,3,2025-01-03 09:14:37,gmn cara buat spt tahunan?
Pengguna Google,1,2025-01-03 08:33:13,Lemot
Pengguna Google,1,2025-01-03 08:26:25,Apk nyusahin
Pengguna Google,5,2025-01-03 07:54:29,tambah mudah aman
Pengguna Google,1,2025-01-03 07:43:44,Baik website dan aplikasi semua masih jauh dari harapan
Pengguna Google,1,2025-01-03 07:42:10,Wah parah aplikasinya
Pengguna Google,1,2025-01-03 06:40:21,Tolong segera perbaiki.. serasa gak aplikasi gak ada gunanya.. apa lg live chatnya
Pengguna Google,2,2025-01-03 06:13:31,Ada aplikasi harusnya bisa daftar via aplikasi malah ngga bisa aplikasi cuman buat login aja. Bukan tambah gampang malah tambah ribet
Pengguna Google,1,2025-01-03 05:23:23,"(SEMUA) Yg berhubungan dg pemerintah koq ga pernah beres dlm jangka wkt lama. Ga yakin Indo bs jd negara maju, mgkn smpe kiamat jg ga prnh bs."
Pengguna Google,5,2025-01-03 05:10:57,DJP memang yang terbaik
Pengguna Google,1,2025-01-03 03:12:30,"Gak guna, kalo. Mau buat aplikasi yg niat, bisa mempermudah aksesnya untuk login dan lain sebaginya, apk dan link sama saja susah untuk diakses"
Pengguna Google,1,2025-01-03 02:25:38,Apk Lol
Pengguna Google,1,2025-01-03 02:04:43,Sekiranya tim IT blm sanggup launching apps. Kaga usah di publish. Nyusahin
Pengguna Google,2,2025-01-03 01:59:57,"Tolong apknya di benahi dong, masa eror terus"
Pengguna Google,1,2025-01-02 17:43:15,Npwp untuk daftar online tidak bisa di gunakan
Pengguna Google,1,2025-01-02 11:12:53,Gak gunaa buat apk tololl bgt
Pengguna Google,1,2025-01-02 09:07:29,Apk busuk jangan didonlot
Pengguna Google,1,2025-01-02 07:02:23,Parah... mending di hapus saja
Pengguna Google,1,2025-01-02 04:42:59,Ga guna
Pengguna Google,1,2025-01-02 03:23:09,Parah banget ini aplikasi.. Memalukan
Pengguna Google,1,2025-01-01 23:26:08,Kayak aplikasi buatan Hacker yang di desain buat ngambil data diri kalian. Ndak berguna.
Pengguna Google,1,2025-01-01 13:13:11,Ini appl apa sih ko percuma
Pengguna Google,1,2025-01-01 13:02:11,Apk tidak berguna Tidak bisa di akses
Pengguna Google,1,2025-01-01 12:43:47,"Apk eror terus gimana pemerintah ini sih, kok tidak konsisten"
Pengguna Google,1,2025-01-01 10:18:49,"Gak guna,lelet, sama sesekali aplikasi tidak embantu"
Pengguna Google,1,2025-01-01 10:14:38,Segala macem aplikasi pemerintah pasti kek gini..
Pengguna Google,2,2025-01-01 03:41:07,"lemott banget, servernya ampas. semoga dev IT nya dari orang yg berpengalaman, dan digaji layak. tapi dev IT juga harus kerja yang bener."
Pengguna Google,1,2025-01-01 03:23:58,Susah......loding terus....
Pengguna Google,1,2024-12-31 23:49:39,Pasti yang membuat aplikasi ini orang nya pakai kacamata punya sifat pelit tidak suka membantu dan kalau sudah tua sering sakit-sakitan menderita aplikasi gak guna sulit login mutar2 terus.
Pengguna Google,5,2024-12-31 23:37:32,Konsultasi Laporan Pajak Tahunan Pribadi dan Lembaga
Pengguna Google,3,2024-12-31 14:40:16,"Belum daftar tapi di suruh masuk, percuma juga kartu NPWP di buat"
Pengguna Google,1,2024-12-31 13:04:44,"Aplikasi ini bukan nya membantu tapi malah bikin sakit kepala, NPWP saya hilang cmn ingat nomor nya saja pas masuk di apk malah bayk permintaan nya🤦🤦"
Pengguna Google,1,2024-12-31 12:25:55,"gak ada solusi, bukanya mempermudah malah mempersulit"
Pengguna Google,1,2024-12-30 23:39:26,Live chat nya GK bisa d akses
Pengguna Google,1,2024-12-30 11:01:56,"Hati2 penipuan a/n djp disuruh download aplikasi kemudian masuk ke aplikasi yg proses cuma verifikasi2 doang. Nanti ada kode otp, mereka minta untuk aktivasi & semua saldo di ATM akan habis"
Pengguna Google,1,2024-12-30 05:01:38,Bad
Pengguna Google,1,2024-12-29 03:06:11,Aplikasi error gk bisa buat akun apasih
Pengguna Google,1,2024-12-28 22:02:53,Selalu eror atau salah
Pengguna Google,1,2024-12-28 15:13:37,Live chat Tidak ada respon sama sekali
Pengguna Google,1,2024-12-28 13:58:15,Konttooolll riibet
Pengguna Google,1,2024-12-28 08:48:41,"Percuma bayar pajak, eror malulu"
Pengguna Google,1,2024-12-28 05:16:41,Verifikasi terus
Pengguna Google,1,2024-12-27 09:46:02,"SUMPAH LU GA GUNA BANGET NJIRRR, ga bisa verivikasi otp ngabisin pulsa aja🙄"
Pengguna Google,5,2024-12-27 06:58:30,Good
Pengguna Google,1,2024-12-27 02:25:49,Baru aja downloan masa 5menit disuruh update aplikasi apaan ini
Pengguna Google,5,2024-12-27 02:00:29,"Sebelumnya punya masalah di aplikasi ini. Per tgl 27 Desember appsnya sudah diperbaharui.. yang sebelumnya punya masalah di verifikasi, skrg sudah bisa. Boleh di coba lagi."
Pengguna Google,4,2024-12-26 23:08:39,Masih bagus
Pengguna Google,1,2024-12-26 07:57:34,"Aplikasi nggak berguna,saya sudah 3 jam mengakses live chat selalu saja tidak bisa terakses dengan alasan jaringan tidak stabil, kurang stabil appa jaringan saya sudah pake wifi langsung di pusatnya Indihome masih saja alasan nya karena jaringan tidak masuk akal skli. Klo mmng aplikasinya tidak bisa digunakan yah.... tidak usah di adakan"
Pengguna Google,1,2024-12-25 13:59:03,mau daftar NPWP online. otp ngga di kasih tapi pulsa kepotong kebijakan ngga jelas korup tolol giliran otp udah di kasih gak bisa di verif maksud nya apa tolol
Pengguna Google,5,2024-12-25 13:57:57,"Terimakasih min updetan kali ini lebih baik drpda sebelumnya, sekarang tombol OTP verifikasinya sdh bisa d klik, jadi mudah deh untuk mendapatkan EFIN"
Pengguna Google,1,2024-12-25 12:18:06,aplikasi idiot
Pengguna Google,1,2024-12-25 07:09:49,Aplikasi tolol kalau gak bisa di pakek ngapain buat
Pengguna Google,1,2024-12-25 06:17:19,Kenapa ya kalau aplikasi layanan public tu banyak banget eror nya enga dari aplikasi maupun dari web nya selalu banyak banget kendalanya bukanya mempermudah masyarakat malah memeprsulit
Pengguna Google,5,2024-12-24 10:42:03,ok
Pengguna Google,1,2024-12-24 10:38:05,Aplikasi sering error
Pengguna Google,1,2024-12-24 08:19:55,Validasi otp gagal terusss
Pengguna Google,5,2024-12-24 07:29:57,sangat membantu
Pengguna Google,1,2024-12-24 07:13:00,"INI DANA BUAT SERVER YANG BAIKNYA SUDAH DIKORUPSI DULUAN INI, SERVER LELET BUANG2 WAKTU AJA DISINI, LAPOR PAK PRABOWO"
Pengguna Google,1,2024-12-24 06:05:22,Ga bisa dipakek buat kirim kode verifikasi ga bisa apa apa
Pengguna Google,4,2024-12-24 04:49:39,"We,z"
Pengguna Google,5,2024-12-24 00:05:39,Ok
Pengguna Google,1,2024-12-23 14:58:08,Ini aplikasi penipuan. Bukan aplikasi resmi. Jangan di install. Sudah banyak korbannya
Pengguna Google,5,2024-12-23 14:45:25,Sangat membantu kemudahannya
Pengguna Google,5,2024-12-23 14:09:47,Aplikasi yang sangat bagus
Pengguna Google,1,2024-12-23 10:33:33,Validasi sangat super susah ribet menyusahkan apk taekkk
Pengguna Google,1,2024-12-23 02:11:19,"Payahh, verifikasi otp aj ga bisa di pencet"
Pengguna Google,2,2024-12-22 20:43:10,Indonesia negara banyak drama plus ribet
Pengguna Google,1,2024-12-22 17:21:30,"Biasalah aplikasi buat pemerintah mah emang ga ada yg beres, minta EFIN kode Verifikasi di pencet ga bisa2 kocak2."
Pengguna Google,1,2024-12-22 04:21:43,aplikasi mbelgedes
Pengguna Google,1,2024-12-21 15:01:27,"Update nya malah bikin pusing, malah bagusan sebelum update"
Pengguna Google,1,2024-12-21 14:51:39,"Error terus, sampai sekarang belum bisa masuk"
Pengguna Google,3,2024-12-21 12:46:02,Kita coba aja la dulu ni apk.
Pengguna Google,5,2024-12-21 12:30:13,Berulang kali daftar gagal melulu kenapa
Pengguna Google,5,2024-12-21 11:17:00,Sangat bagus
Pengguna Google,1,2024-12-21 09:54:47,hadeh
Pengguna Google,1,2024-12-21 09:53:43,MAU NIPU APA GIMANA
Pengguna Google,1,2024-12-21 06:59:17,Aplikasi bego
Pengguna Google,1,2024-12-21 00:08:39,fitur lupa password login apk ga da
Pengguna Google,3,2024-12-20 12:39:49,"Kanapa ya pasa saya mau daftar efein malah ga bisa pas, pengiriman kode otp nya"
Pengguna Google,1,2024-12-20 10:21:11,"hati2 saya baru saja ditipu menggunakan aplikasi ini , uang saya di m.banking ditarik semua .. penipuan"
Pengguna Google,1,2024-12-20 10:09:57,Aplikasi konyol
Pengguna Google,1,2024-12-20 10:06:51,"Otp sudah dapat tapi tombol verifikasi tidak hidup, oon bgt yg bikin, android 14"
Pengguna Google,1,2024-12-20 06:41:58,"aplikasi pemerintahan gk ada yg beres, verifikasi gk bisa"
Pengguna Google,1,2024-12-20 06:40:14,Ini tombol verifikasi kode ga akan d buka kah?
Pengguna Google,1,2024-12-20 04:36:40,Tidak membantu sama sekali.. Tetep aja harus datang ke kantor pajak Padahal bukan mau nyolong mau bayar pajak masih aja di persulit Mau minta no effin pajak aja susah nya udh kaya apaaan... Di gajih sama yg bayar pajak aja masih di persulit
Pengguna Google,1,2024-12-20 04:26:38,"Aplikasi ga guna, akses lupa efin ga bisa Masa aplikasi sekelas pemerintah kayak sampah"
Pengguna Google,1,2024-12-20 04:23:22,"Niat nya mau recovery efin malah tombol verifikasi kode nya gabisa di pencet, hadeuhhhh...."
Pengguna Google,1,2024-12-20 02:13:32,"Jelek banget, gk bantu, nyusahin iya, masa buat verifikasi malah gk bisa ditekan-tekan sampe waktunya habis. Tetot diulangin aja trs berkali-kali hasilnya juga sama, gk bisa. Ini knp bikin apps begini sih -_-"
Pengguna Google,1,2024-12-20 02:03:08,"Lupa EFIN, sudah dapat nomor verifikasi dari email tapi diinput tidak ada respon padahal sudah benar nomor verifikasinya"
Pengguna Google,1,2024-12-19 21:50:56,"Aplikasi cacad, jangan di download"
Pengguna Google,1,2024-12-19 17:18:02,"Masyarakat mau disiplin dengan bayar pajak, adanya layanan online mempermudah semua apalagi yg terkendala jarak. Bayangin aja orang plosok kabupaten nempuh jarak puluhan kilometer cuma buat ngurus ginian doang ke ibu kota kabupaten, nah enak ada online, ngerasa praktis. Tapi giliran online malah busuk juga, bukannya makin praktis malah makin ngerasa sia sia bayar pajak, duit kita yg harusnya manfaat buat kepraktisan itu malah gagal; Contohnya kirim kode OTP via email tapi verifikasi aja gabisa."
Pengguna Google,2,2024-12-19 16:28:42,saya kasih bintang 2 dulu soalnya baru coba
Pengguna Google,5,2024-12-19 15:37:39,Saya hanya ingin lihat data PPh 21 saya
Pengguna Google,1,2024-12-19 14:31:59,"Sudah diketik kode OTP, malah tidak bisa verifikasi 🧑‍🎄🧑‍🎄 selamat natal aplikasi yg penting dianggap kerja oleh pihak kementerian."
Pengguna Google,1,2024-12-19 12:48:09,"Hati hati ini aplikasi pishing, aplikasi penipuan jgan di download atau di install, Logika saja instansi pemerintah yang bisa dibilang banyak uang kok aplikasi kayak gini Djp , tidak bermutu.. Sekali lagi INI APLIKASI PENUPU JANGAN DI DOWNLOAD/INSTALL!!! Terima kasih,"
Pengguna Google,1,2024-12-19 11:49:06,ga usah bayar pajak..lagian korup.
Pengguna Google,1,2024-12-19 10:55:13,Verifikasi lupa efin error
Pengguna Google,1,2024-12-19 02:34:11,"Kayak man kek gini org lagi butuh jadi susah dibuat apl nya, verifikasi otp aja gabisa"
Pengguna Google,1,2024-12-18 22:08:08,"Tombol verifikasi OTP di menu EFIN tidak bisa di tekan, alangkah baik nya sebelum release ke playstore di cek lebih mendalam lagi dengan QA, jadi nggak ada istilah hot baked code langsung di release di production seperti ini"
Pengguna Google,1,2024-12-18 15:03:30,Pelayanan pemerintah sangat buruk
Pengguna Google,1,2024-12-18 13:47:11,Aplikasinya Lemot banget padahal jaringannya normal
Pengguna Google,1,2024-12-18 12:46:37,Dasar konoha akses gini aja sulit dan ga full service.. parah
Pengguna Google,1,2024-12-18 10:52:23,"Tombol verifikasi disable, semoga cepat di update."
Pengguna Google,1,2024-12-18 06:52:37,C*k minta kode verifikasi tapi tombolnya tidak berubah asu.
Pengguna Google,1,2024-12-18 05:40:04,"Kode token lewat email gak muncul, lewat SMS baru bisa muncul, tapi tombol verifikasi gak bisa di tekan..."
Pengguna Google,2,2024-12-18 04:59:50,Kode OTP permohonan efin tidak bisa dikonfirmasi... Tolong diperbaiki...
Pengguna Google,1,2024-12-18 03:28:36,"Apk jelek,web juga jelek"
Pengguna Google,1,2024-12-18 02:55:38,"taekkkk, gari verifikasi otp malah gak iso"
Pengguna Google,1,2024-12-18 02:45:12,Anggaran gede sistem cacad
Pengguna Google,1,2024-12-18 01:16:07,Aplikasi apaan ini woy kode efin ga bisa di tekan
Pengguna Google,1,2024-12-17 17:42:22,Sangat jelek sekali. Tombol verifikasi tidak dapat ditekan.
Pengguna Google,1,2024-12-17 16:43:01,"Tolol npwp online tolol pembodohan, nyusahin org"
Pengguna Google,1,2024-12-17 16:12:54,Mengajukan efin pas menu verifikasi nya tombol nya tidak bisa di tekan pdhl angka nya sudah sesuai.... Aplikasi bikinan pemerintah emng banyak masalah nya....
Pengguna Google,1,2024-12-17 08:55:30,"Ga bisa di klik verifikasinya, udah via sms maupun email tetap sama. Sekelas Pemerintahan punya aplikasi seperti ini, kacau sekali.."
Pengguna Google,1,2024-12-17 08:34:44,Otp verif gabisa di klik
Pengguna Google,2,2024-12-17 07:44:56,"kebanyakan bug eror perbaiki lahh, biar kita ga terlalu buang waktu"
Pengguna Google,1,2024-12-17 06:12:32,"Aplikasi gak bener, sudah masukkan kode otp tetep gk bisa confirmation code untuk meminta EFIEN, apknya gak bener kebanyakan korupsi"
Pengguna Google,2,2024-12-17 05:57:11,"Aplikasi masih terlalu banyak bug, verifikasi kode efin aja ga bisa lah macam mana"
Pengguna Google,1,2024-12-17 03:22:22,"Teu bisa dibuka, nyeun bala bala gehu weh meh ngenah."
Pengguna Google,1,2024-12-17 02:48:09,"Mau buat EFIN, tp verifikasi gagal terus, padahal data yang diminta sudah bener semua. Gimana bisa lancar bayar pajak klo begjni, hal spele bgini aja dipersulit."
Pengguna Google,5,2024-12-17 02:12:29,sangat membantu
Pengguna Google,1,2024-12-17 02:07:12,"Disuruh ngirim kode pas di masukin malah gak bisa , apk kualitas rendah"
Pengguna Google,1,2024-12-17 01:13:17,"Min, tolong dong perbaiki aplikasinya. Selalu terkendala di verifikasi utk minta efin"
Pengguna Google,5,2024-12-17 00:59:04,"Hati hati dengan penipuan dengan mengatasnamakan pengembalian pajak, karena ada aplikasi m pajak yang bisa hack device , hati hati"
Pengguna Google,1,2024-12-16 15:05:52,"Susah benar ini registrasi EFIN di DJP ,yang mudah cuma cek NPWP"
Pengguna Google,1,2024-12-16 13:45:13,Aplikasi gak guna ngebug
Pengguna Google,1,2024-12-16 13:15:52,"pas registrasi menu efin malah ga bisa di pencet menu selanjutnya padahal kode verifikasi sudah di masukin udah nunggu 10 menit, aplikasi ga jelas"
Pengguna Google,1,2024-12-16 11:31:25,Aplikasi ancur gk becus bikin aplikasi. Di web bisa login disini gak bisa.. bodoh
Pengguna Google,1,2024-12-16 10:44:41,"bangke pisan,tombol yg harus d klik ga konek2.jngn d lncurkan klo blm memudah kan penggua"
Pengguna Google,1,2024-12-16 08:26:15,Verifikasi OTP untuk EFIN nya error
Pengguna Google,5,2024-12-16 05:18:08,Mempermudah pembayaran pajak
Pengguna Google,1,2024-12-16 05:15:26,"Ini yg ngurus aplikasi kerjanya ngapain aja ya, bug tombol verifikasi otp efin ga bisa di klik, jangan makan gaji buta bro, kerja yang bener, urus aplikasi yang bener"
Pengguna Google,1,2024-12-16 05:03:06,Bisa gak sih buat website itu yang bener bolak balek verifikasi otp ga bisa bisa makanya kalo buat website jangan banyak di korup
Pengguna Google,1,2024-12-16 04:54:22,"Dunia sudah serba digital kok apa-apa harus ke kantor, bagaimana kalo yg tinggal di daerah akses ke kantor membutuhkan waktu 4-5 jam. Cuma sekedar minta aktivasi EFIN harus datang ke kantor. Terus apa gunanya aplikasi ini bukannya bertujuan untuk memudahkan. Kacau."
Pengguna Google,2,2024-12-16 04:18:51,"saya mau daftar efin tapi setelah angka verifikasi keluar dan saya masukkan tidak kunjung menyala tombol verifikasi kodenya. kok jadi ribet bener ya,, mau lapor pajak saja kok ribet gini"
Pengguna Google,1,2024-12-16 03:56:08,"Tiap otp gagal trs di website ade gw mau daftar NPWP gagal mulu pdhal kodenya di kasih + pulsanya di sedot, gw mau masukin epin udh dpt OTP tp tombol verifikasi gk nyala, gmna sih gaje banget yang aplikasi dan websitenya"
Pengguna Google,1,2024-12-15 23:39:39,Aplikasi cuci uang pajak akhir tahun doang kode nya masuk tapi tombol verifikasi nggk berubah warna nggak bisa ditekan
Pengguna Google,1,2024-12-15 14:59:43,"Gabisa klik verifikasi kode, ga bisa yah bikin apk ?"
Pengguna Google,1,2024-12-15 14:14:27,"Cik atuh lewat WhatsApp otp tuh kan udah canggih, dana kalian kan besar masa iya sistem otp masih jadul pake SMS, mana beban di tangguhkan ke kita sebagai user, please lah kalian tuh perusahaan besar bukan perusahaan iclik, sistem CCD"
Pengguna Google,1,2024-12-15 08:10:28,Sudah dipakai menipu istri oleh oknum
Pengguna Google,5,2024-12-14 22:15:38,Bagus
Pengguna Google,5,2024-12-14 15:48:16,Ijin dibantu cara kerja aplikasinya🙏🙏
Pengguna Google,5,2024-12-14 13:15:49,Good
Pengguna Google,2,2024-12-14 05:59:15,"Masih banyak yg harus di perbaiki sih klo apk sekelas Pemerintah meneurut saya, terutama di bagian verefikasi kode otp Efin gk bisa di klik itu meski kode nya udh di masukin🥱"
Pengguna Google,5,2024-12-14 02:14:41,"Sangat membatu untuk pembayaran pajak ,tampah datang kekantor ya"
Pengguna Google,1,2024-12-14 00:07:00,Kode verifikasi bnrin
Pengguna Google,1,2024-12-13 15:38:45,Kenapa harus dipersulit untuk pendaftarannya.padahal mau bayar pajak harusnya dipermudah
Pengguna Google,1,2024-12-13 09:19:23,Sangat tidak membantu... Lupa EFIN mentok di verivikasi
Pengguna Google,1,2024-12-13 08:12:43,"Gak bisa verifikasi kode OTP di menu EFIN gimana ini? Ngabisin pulsa aja dah, gabener"
Pengguna Google,1,2024-12-13 04:20:24,"apalahh gabisa masuk, aplikasi error inimah.. rusakk"
Pengguna Google,1,2024-12-12 20:51:53,Ga di apk ga di web bug nya parah ingat ini instansi pemerintah lo duit pajak nya pakai untuk sistem sebagian jangan di telan sama oknum semua ya
Pengguna Google,1,2024-12-12 16:50:43,Kocak kocak aplikasi konyol daftar tapi susah validasi kocak
Pengguna Google,1,2024-12-12 14:38:31,Udah..udah... Fix apk jelek
Pengguna Google,1,2024-12-12 12:59:10,APLIKASI TOLOL
Pengguna Google,1,2024-12-12 09:37:48,Sering error dan loading lama saat absensi
Pengguna Google,1,2024-12-12 06:45:28,lemot
Pengguna Google,4,2024-12-12 05:13:17,Tolong tombol verifikasi OTPnya diperbaiki. Selama itu kah memperbaiki bug tersebut?
Pengguna Google,1,2024-12-12 05:03:05,Please fix bug verifikasi
Pengguna Google,1,2024-12-12 02:56:43,aplikasi cacat. kebanyakan korupsi sih lu aplikasi aja cacatnya minta ampun
Pengguna Google,5,2024-12-12 01:51:44,Sangat membantu
Pengguna Google,5,2024-12-12 01:48:07,Mantap
Pengguna Google,2,2024-12-11 12:22:09,2 bintang dulu karna blm di coba
Pengguna Google,3,2024-12-11 07:11:22,Halo admin m pajak tolong jelasin kenapa kode otp udah dimasukin tapi tidak bisa di ketik verifikasi nya?
Pengguna Google,1,2024-12-11 06:39:32,"Sampah, verifikasi otp gabisa"
Pengguna Google,1,2024-12-11 04:17:22,Verifikasi kode susah banget...kode udh dimasukin gk di verif juga
Pengguna Google,1,2024-12-11 04:10:09,Aplikasi buruk sekalii. D akses sering error. Otp sudah keluar tidak bisa lanjut proses
